CarId, Blue1, Yellow1, Green1, Red1, Blue2, Yellow2, Green2, Red2
110 ,  0.02588299999999988 ,  -0.005297000000000107 ,  -0.0020330000000003956 ,  -0.018553000000000264 ,   ,   ,   ,  
111 ,  -0.021734000000000364 ,  0.021997999999999962 ,  0.018209999999999837 ,  -0.018474000000000323 ,   ,   ,   ,  
112 ,  -0.006156000000000272 ,  -0.13923599999999992 ,  -0.11934800000000001 ,  0.26473999999999975 ,   ,   ,   ,  
113 ,  -1.4751110000000005 ,  0.20076499999999964 ,  0.6216729999999995 ,  0.6526730000000001 ,   ,   ,   ,  
114 ,  0.0004450000000000287 ,  0.02126500000000009 ,  -0.03907499999999997 ,  0.017365000000000297 ,   ,   ,   ,  
115 ,  -0.014653000000000027 ,  -0.010460999999999832 ,  -0.006212999999999802 ,  0.031327000000000105 ,   ,   ,   ,  
116 ,  0.09579300000000046 ,  -0.03938699999999962 ,  -0.05843899999999991 ,  0.0020330000000003956 ,   ,   ,   ,  
117 ,  -0.012553000000000036 ,  0.001894999999999758 ,  -0.003916999999999948 ,  0.014574999999999783 ,   ,   ,   ,  
118 ,  -0.03521699999999983 ,  -0.03704099999999988 ,  0.09713899999999986 ,  -0.024881000000000153 ,   ,   ,   ,  
119 ,  -0.012925999999999771 ,  0.0008620000000001404 ,  -0.05119399999999974 ,  0.06325800000000026 ,   ,   ,   ,  
120 ,  0.08762999999999987 ,  -0.12164600000000014 ,  0.04810200000000009 ,  -0.014085999999999821 ,   ,   ,   ,  
121 ,  0.003658000000000605 ,  0.011742000000000363 ,  -0.00516599999999956 ,  -0.010233999999999632 ,   ,   ,   ,  
122 ,  0.08308399999999994 ,  -0.07887600000000017 ,  0.06947999999999999 ,  -0.0736880000000002 ,   ,   ,   ,  
123 ,  -0.006644000000000538 ,  -0.014312000000000324 ,  0.013187999999999533 ,  0.007767999999999553 ,   ,   ,   ,  
124 ,  0.014795000000000336 ,  0.06616300000000042 ,  -0.08120899999999986 ,  0.0002510000000004453 ,   ,   ,   ,  
125 ,  0.16014000000000017 ,  -0.03467599999999971 ,  -0.0514319999999997 ,  -0.07403199999999988 ,   ,   ,   ,  
126 ,  -0.001978999999999953 ,  -0.01685099999999995 ,  0.022572999999999954 ,  -0.003743000000000052 ,   ,   ,   ,  
127 ,  -0.0063349999999995354 ,  0.00017300000000020077 ,  0.012589000000000183 ,  -0.006426999999999516 ,   ,   ,   ,  
128 ,  -0.004578999999999667 ,  0.003977000000000341 ,  -0.009054999999999591 ,  0.009657000000000249 ,   ,   ,   ,  
129 ,  -0.01708099999999968 ,  -0.00032499999999968665 ,  0.015035000000000132 ,  0.002371000000000123 ,   ,   ,   ,  
130 ,  -0.000640000000000196 ,  -0.0046880000000002475 ,  -0.019908000000000037 ,  0.025235999999999592 ,   ,   ,   ,  
131 ,  -0.006791999999999909 ,  -0.014479999999999826 ,  0.05065199999999992 ,  -0.029380000000000184 ,   ,   ,   ,  
132 ,  0.08759800000000029 ,  -0.06642999999999999 ,  -0.1353019999999998 ,  0.1141340000000004 ,   ,   ,   ,  
133 ,  0.021404000000000423 ,  -0.030487999999999627 ,  0.03147200000000039 ,  -0.022387999999999852 ,   ,   ,   ,  
